x,y,class
1.3928459800371602,1.0178624306024637,1
0.7512457251830851,1.6325028113104842,1
1.9850586371313228,2.6176121127934096,1
1.500514182179652,0.8230981553268284,1
0.8354803055945388,1.3643622733999077,1
1.3235268336739454,0.5551581651279041,1
0.6316552688253534,0.8227153036818551,1
0.4854174187934982,0.6111205617519813,1
1.4673253670728248,0.11752908385690475,1
0.7786326582318082,0.765815992713849,1
0.7481927889000572,0.9058849236161245,1
0.6229510299102134,0.825692763685181,1
1.7197978349241834,1.0178288089132106,1
1.7764977540341897,0.9474908312581554,1
1.1885652816205636,0.6007891233931533,1
1.6920395739089091,0.426059604877959,1
1.6938338274796334,0.8159053513076028,1
1.5168946927265035,1.2831229126354888,1
1.973615060577842,0.5188193922025144,1
0.305311476990759,1.6116925596364586,1
0.3929207821433177,1.5351774630846013,1
1.4196217744853545,0.9941124942570838,1
0.8546676211482718,0.1547000099760245,1
1.3877937390905508,0.5560074949499514,1
-0.036031970859676354,1.3349123585886375,1
1.5944969057507543,1.199145204836854,1
1.719400812008546,0.47260145754127625,1
2.1831980067175962,1.0774581162443597,1
0.9301451268238535,0.7973791162098668,1
1.3201198561735692,1.3594802687130225,1
0.7194290515399713,1.0683720625956719,1
2.0954640028545914,0.30699932346137615,1
1.3318470164109817,0.5452304191239249,1
0.7408903876475683,0.9645023579748881,1
1.0973479114799063,-0.12885110951024492,1
1.164997621027856,1.3017288107095268,1
0.9264420490302634,0.5598299581002426,1
1.4240673838788893,1.849795317856811,1
0.6481178989364043,0.7504775452566053,1
0.6247888389546736,1.4260498789178333,1
0.66238429247455,1.2040224061545215,1
0.8493691592074402,0.7401228188712428,1
0.18334473853019595,1.426148236285388,1
1.0881225848544476,-0.009886729899264868,1
0.4801827542980117,1.412428746464299,1
0.8018276856222815,1.5426006816446223,1
0.15385444607294152,0.9719353819108545,1
0.759105036297181,1.5678572101952073,1
0.360267536407357,1.4289846789898468,1
1.9384072200402302,0.39692920312752966,1
0.6777416179747393,0.42347138442825927,1
1.5899125164662127,0.12304667030705196,1
0.8872262675129392,0.5109529226981855,1
1.480603098625714,1.3795278609549686,1
0.9391935056326057,1.4454636649293897,1
1.2029235510976743,0.747908765326744,1
1.038517865259267,1.4509970104764953,1
0.7830615499871354,1.2986657700659376,1
0.9318478002007702,1.0369292063410636,1
1.3880339120582665,1.0478549979002252,1
1.792458116249362,0.4330882023547915,1
1.3462338021102698,1.1168257432337556,1
1.6012683758286597,1.2385312905299437,1
1.157918523028261,0.9572638464583054,1
1.7285100176892674,-0.2954121977052806,1
0.8860829159324203,0.13181121904681725,1
1.1322314631497619,0.5134732132238622,1
1.636834197999946,0.09457285592309317,1
0.7981022010022865,1.2675403206334472,1
1.2607197272243837,1.361441454007414,1
1.0448748331031052,0.7140575836583366,1
1.0895645994954857,1.4280074016578321,1
0.5589243670612903,0.3336621634204945,1
1.769685747073968,0.31046402783285254,1
0.8543445782551539,0.7431221834510944,1
1.1885118509810269,0.07245355592030345,1
0.9046981101059207,1.3228426248269272,1
1.1136992327012825,2.1070651294125042,1
0.7234222503911049,1.3009229500079764,1
0.9184629026399946,1.0520510716246076,1
1.6128438943335701,1.6487950842806889,1
0.5140046683559654,1.880294209267283,1
1.357676889999484,0.9106795090874811,1
1.0836690975205827,1.211286080969735,1
1.7629596635979667,0.8954751590649489,1
1.642407541605694,1.0913371260892684,1
1.5461270137036278,0.6132782772233034,1
0.7796318330734235,1.1420087284899154,1
1.3063308988091613,1.1276252888603966,1
